,Symbol,Company Name,Security Name,Cleaned Name
103,AIRR,First Trust RBA American Industrial Renaissance ETF,First Trust RBA American Industrial Renaissance ETF,RBA   Renaissance
104,AIRT,"Air T, Inc. ","Air T, Inc. - Common Stock","Air T, Inc. "
105,AKAM,"Akamai Technologies, Inc. ","Akamai Technologies, Inc. - Common Stock",Akamai
106,AKAO,"Achaogen, Inc. ","Achaogen, Inc. - Common Stock",Achaogen
107,AKBA,"Akebia Therapeutics, Inc. ","Akebia Therapeutics, Inc. - Common Stock",Akebia
108,AKCA,"Akcea Therapeutics, Inc. ","Akcea Therapeutics, Inc. - Common Stock",Akcea
109,AKER,Akers Biosciences Inc ,Akers Biosciences Inc - Common Stock,Akers sciences
110,AKRX,"Akorn, Inc. ","Akorn, Inc. - Common Stock",Akorn
111,AKTS,"Akoustis Technologies, Inc. ","Akoustis Technologies, Inc. - Common Stock",Akoustis
112,AKTX,Akari Therapeutics Plc ,Akari Therapeutics Plc - American Depositary Shares,Akari
113,ALBO,"Albireo Pharma, Inc. ","Albireo Pharma, Inc. - Common Stock",Albireo 
114,ALCO,"Alico, Inc. ","Alico, Inc. - Common Stock",Alico
115,ALDR,"Alder BioPharmaceuticals, Inc. ","Alder BioPharmaceuticals, Inc. - Common Stock",Alder
116,ALDX,"Aldeyra Therapeutics, Inc. ","Aldeyra Therapeutics, Inc. - Common Stock",Aldeyra
117,ALGN,"Align Technology, Inc. ","Align Technology, Inc. - Common Stock",Align 
118,ALGR,Allegro Merger Corp. ,Allegro Merger Corp. - Common Stock,Allegro Merger Corp. 
119,ALGRR,Allegro Merger Corp. ,Allegro Merger Corp. - Right,Allegro Merger Corp. 
120,ALGRU,Allegro Merger Corp. ,Allegro Merger Corp. - Unit,Allegro Merger Corp. 
121,ALGRW,Allegro Merger Corp. ,Allegro Merger Corp. - Warrant,Allegro Merger Corp. 
122,ALGT,Allegiant Travel Company ,Allegiant Travel Company - Common Stock,Allegiant
123,ALIM,"Alimera Sciences, Inc. ","Alimera Sciences, Inc. - Common Stock",Alimera
124,ALJJ,"ALJ Regional Holdings, Inc. ","ALJ Regional Holdings, Inc. - Common Stock",ALJ Regional
125,ALKS,Alkermes plc ,Alkermes plc - Ordinary Shares,Alkermes
126,ALLK,Allakos Inc. ,Allakos Inc. - Common Stock,Allakos
127,ALLT,Allot Communications Ltd. ,Allot Communications Ltd. - Ordinary Shares,Allot
128,ALNA,"Allena Pharmaceuticals, Inc. ","Allena Pharmaceuticals, Inc. - Common Stock",Allena
129,ALNY,"Alnylam Pharmaceuticals, Inc. ","Alnylam Pharmaceuticals, Inc. - Common Stock",Alnylam
130,ALOT,"AstroNova, Inc. ","AstroNova, Inc. - Common Stock",AstroNova
131,ALPN,"Alpine Immune Sciences, Inc. ","Alpine Immune Sciences, Inc. - Common Stock",Alpine mmune 
132,ALQA,"Alliqua BioMedical, Inc. ","Alliqua BioMedical, Inc. - Common Stock",Alliqua 
133,ALRM,"Alarm.com Holdings, Inc. ","Alarm.com Holdings, Inc. - Common Stock",Alarm.com
134,ALRN,"Aileron Therapeutics, Inc. ","Aileron Therapeutics, Inc. - Common Stock",Aileron
135,ALSK,"Alaska Communications Systems Group, Inc. ","Alaska Communications Systems Group, Inc. - Common Stock",Alaska
136,ALT,"Altimmune, Inc. ","Altimmune, Inc. - Common Stock",Altimmune
137,ALTR,Altair Engineering Inc. ,Altair Engineering Inc. - Class A Common Stock,Altair
138,ALTY,Global X SuperDividend Alternatives ETF,Global X SuperDividend Alternatives ETF,Super Alternatives
139,ALXN,"Alexion Pharmaceuticals, Inc. ","Alexion Pharmaceuticals, Inc. - Common Stock",Alion
140,AMAG,"AMAG Pharmaceuticals, Inc. ","AMAG Pharmaceuticals, Inc. - Common Stock","AMAG Pharmaceuticals, Inc. "
141,AMAL,Amalgamated Bank ,Amalgamated Bank - Class A Common Stock,Amalgamated
142,AMAT,"Applied Materials, Inc. ","Applied Materials, Inc. - Common Stock",Applied Materials
143,AMBA,"Ambarella, Inc. ","Ambarella, Inc. - Ordinary Shares",Ambarella
144,AMBC,"Ambac Financial Group, Inc. ","Ambac Financial Group, Inc. - Common Stock",Ambac Financial Group
145,AMBCW,"Ambac Financial Group, Inc. ","Ambac Financial Group, Inc. - Warrants",Ambac
146,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,iShares Russell 1000 Pure U.S. Revenue ETF,000   Revenue
147,AMCN,AirMedia Group Inc ,"AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares",AirMedia Group Inc 
148,AMCX,AMC Networks Inc. ,AMC Networks Inc. - Class A Common Stock,AMC Networks
149,AMDA,Amedica Corporation ,Amedica Corporation - Common Stock,Amedica
150,AMED,Amedisys Inc ,Amedisys Inc - Common Stock,Amedisys
151,AMEH,"Apollo Medical Holdings, Inc. ","Apollo Medical Holdings, Inc. - Common Stock",Apollo Medical
152,AMGN,Amgen Inc. ,Amgen Inc. - Common Stock,Amgen
153,AMKR,"Amkor Technology, Inc. ","Amkor Technology, Inc. - Common Stock",Amkor
154,AMMA,"Alliance MMA, Inc. ","Alliance MMA, Inc. - Common Stock",Alliance MMA
155,AMNB,"American National Bankshares, Inc. ","American National Bankshares, Inc. - Common Stock",American National Bankshares
156,AMNB,"American National Bankshares, Inc. ","American National Bankshares, Inc. - Common Stock",National Bankshares
157,AMOT,"Allied Motion Technologies, Inc. ","Allied Motion Technologies, Inc. - Common Stock",Allied Motion
158,AMPH,"Amphastar Pharmaceuticals, Inc. ","Amphastar Pharmaceuticals, Inc. - Common Stock",Amphastar
159,AMR,"Alta Mesa Resources, Inc. ","Alta Mesa Resources, Inc. - Class A Common Stock",Alta  
160,AMRB,American River Bankshares ,American River Bankshares - Common Stock,shares
161,AMRH,"Ameri Holdings, Inc. ","Ameri Holdings, Inc. - Common Stock",Ameri
162,AMRHW,"Ameri Holdings, Inc. ","Ameri Holdings, Inc. - Warrant",Ameri
163,AMRK,A,"A-Mark Precious Metals, Inc. - Common Stock",A-Mark Precious Metals
164,AMRN,Amarin Corporation plc ,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",Amarin
165,AMRS,"Amyris, Inc. ","Amyris, Inc. - Common Stock",Amyris
166,AMRWW,"Alta Mesa Resources, Inc. ","Alta Mesa Resources, Inc. - Warrant",Alta  
167,AMSC,American Superconductor Corporation ,American Superconductor Corporation - Common Stock,American Superconductor
168,AMSF,"AMERISAFE, Inc. ","AMERISAFE, Inc. - Common Stock",AMERISAFE
169,AMSWA,"American Software, Inc. ","American Software, Inc. - Class A Common Stock",American Software
170,AMTD,TD Ameritrade Holding Corporation ,TD Ameritrade Holding Corporation - Common Stock,TD Ameritrade
171,AMTX,"Aemetis, Inc ","Aemetis, Inc - Common Stock",Aemetis
172,AMWD,American Woodmark Corporation ,American Woodmark Corporation - Common Stock,American Woodmark
173,AMZN,"Amazon.com, Inc. ","Amazon.com, Inc. - Common Stock",Amazon
174,ANAB,"AnaptysBio, Inc. ","AnaptysBio, Inc. - Common Stock",AnaptysBio
175,ANAT,American National Insurance Company ,American National Insurance Company - Common Stock,American National Insurance Company 
176,ANCB,Anchor Bancorp ,Anchor Bancorp - Common Stock,Anchor
177,ANCX,Access National Corporation ,Access National Corporation - Common Stock,Access
178,ANDE,"The Andersons, Inc. ","The Andersons, Inc. - Common Stock",The Andersons
179,ANGI,ANGI Homeservices Inc. ,ANGI Homeservices Inc. - Class A Common Stock,ANG services
180,ANGO,"AngioDynamics, Inc. ","AngioDynamics, Inc. - Common Stock",AngioDynamics
181,ANIK,Anika Therapeutics Inc. ,Anika Therapeutics Inc. - Common Stock,Anika Therapeutics
182,ANIP,"ANI Pharmaceuticals, Inc. ","ANI Pharmaceuticals, Inc. - Common Stock",ANI Pharmaceuticals
183,ANSS,"ANSYS, Inc. ","ANSYS, Inc. - Common Stock",ANSYS
184,ANY,Sphere 3D Corp. ,Sphere 3D Corp. - Common Shares,Sphere 3D
185,AOBC,American Outdoor Brands Corporation ,American Outdoor Brands Corporation - Common Stock,Outdoor Brs
186,AOSL,Alpha and Omega Semiconductor Limited ,Alpha and Omega Semiconductor Limited - Common Shares,Alpha and Omega
187,APDN,Applied DNA Sciences Inc ,Applied DNA Sciences Inc - Common Stock,Applied DNA Sciences
188,APEI,"American Public Education, Inc. ","American Public Education, Inc. - Common Stock",American Public Education
189,APEN,"Apollo Endosurgery, Inc. ","Apollo Endosurgery, Inc. - Common Stock",Endosurgery
190,APLS,"Apellis Pharmaceuticals, Inc. ","Apellis Pharmaceuticals, Inc. - Common Stock",Apellis
191,APOG,"Apogee Enterprises, Inc. ","Apogee Enterprises, Inc. - Common Stock",Apogee
192,APOP,Cellect Biotechnology Ltd. ,Cellect Biotechnology Ltd. - American Depositary Shares,Cellect
193,APOPW,Cellect Biotechnology Ltd. ,Cellect Biotechnology Ltd. - Warrants to Purchase ADR (1 WT and $7.50 to purchase 1 ADS),Cellect
194,APPF,"AppFolio, Inc. ","AppFolio, Inc. - Class A Common Stock",AppFolio
195,APPN,Appian Corporation ,Appian Corporation - Class A Common Stock,'Appian
196,APPS,"Digital Turbine, Inc. ","Digital Turbine, Inc. - Common Stock",Digital Turbine
197,APRI,"Apricus Biosciences, Inc. ","Apricus Biosciences, Inc. - Common Stock",Apricus
198,APTI,"Apptio, Inc. ","Apptio, Inc. - Class A Common Stock",Apptio
199,APTO,"Aptose Biosciences, Inc. ","Aptose Biosciences, Inc. - Common Shares",Aptose Biosciences
200,APTX,Aptinyx Inc. ,Aptinyx Inc. - Common Stock,Aptinyx
201,APVO,Aptevo Therapeutics Inc. ,Aptevo Therapeutics Inc. - Common Stock,Aptevo Therapeutics
202,APWC,Asia Pacific Wire & Cable Corporation Limited ,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",Asia Pacific Wire & Cable
203,AQB,"AquaBounty Technologies, Inc. ","AquaBounty Technologies, Inc. - Common Stock",AquaBounty Technologies
204,AQMS,"Aqua Metals, Inc. ","Aqua Metals, Inc. - Common Stock",Aqua Metals
205,AQST,"Aquestive Therapeutics, Inc. ","Aquestive Therapeutics, Inc. - Common Stock",Aquestive Therapeutics
206,AQXP,"Aquinox Pharmaceuticals, Inc. ","Aquinox Pharmaceuticals, Inc. - Common Stock",Aquinox
207,ARAY,Accuray Incorporated ,Accuray Incorporated - Common Stock,Accuray
208,ARCB,ArcBest Corporation ,ArcBest Corporation - Common Stock,ArcBest
209,ARCC,Ares Capital Corporation ,Ares Capital Corporation - Closed End Fund,Ares Capital
210,ARCI,"Appliance Recycling Centers of America, Inc. ","Appliance Recycling Centers of America, Inc. - Common Stock",Appliance Recycling Centers  
211,ARCT,Arcturus Therapeutics Ltd. ,Arcturus Therapeutics Ltd. - Ordinary Shares,Arcturus Therapeutics
212,ARDM,Aradigm Corporation ,Aradigm Corporation - Common Stock,Aradigm
213,ARDS,Aridis Pharmaceuticals Inc. ,Aridis Pharmaceuticals Inc. - Common Stock,Aridis Pharmaceuticals
214,ARDX,"Ardelyx, Inc. ","Ardelyx, Inc. - Common Stock",Ardelyx
215,AREX,Approach Resources Inc. ,Approach Resources Inc. - Common Stock,Approach
216,ARGX,argenx SE ,argenx SE - American Depositary Shares,argenx
217,ARII,"American Railcar Industries, Inc. ","American Railcar Industries, Inc. - Common Stock",Railcar
218,ARKR,Ark Restaurants Corp. ,Ark Restaurants Corp. - Common Stock,Ark Restaurants
219,ARLP,"Alliance Resource Partners, L.P. ","Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Alliance Resource Partners
220,ARNA,"Arena Pharmaceuticals, Inc. ","Arena Pharmaceuticals, Inc. - Common Stock",Arena
221,AROW,Arrow Financial Corporation ,Arrow Financial Corporation - Common Stock,Arrow Financial
222,ARPO,"Aerpio Pharmaceuticals, Inc. ","Aerpio Pharmaceuticals, Inc. - Common Stock",Aerpio
223,ARQL,"ArQule, Inc. ","ArQule, Inc. - Common Stock",ArQule
224,ARRS,ARRIS International plc ,ARRIS International plc - Ordinary Shares,ARRS
225,ARRY,Array BioPharma Inc. ,Array BioPharma Inc. - Common Stock,Array BioPharma
226,ARTNA,Artesian Resources Corporation ,Artesian Resources Corporation - Class A Non-Voting Common Stock,Artesian Resources
227,ARTW,Art's,"Art's-Way Manufacturing Co., Inc. - Common Stock",Art's
228,ARTX,Arotech Corporation ,Arotech Corporation - Common Stock,Arotech
229,ARWR,"Arrowhead Pharmaceuticals, Inc. ","Arrowhead Pharmaceuticals, Inc. - Common Stock",Arrowhead Pharmaceuticals
230,ARWR,"Arrowhead Pharmaceuticals, Inc. ","Arrowhead Pharmaceuticals, Inc. - Common Stock",Arrow
231,ASCMA,"Ascent Capital Group, Inc. ","Ascent Capital Group, Inc. - Series A Common Stock",Ascent
232,ASET,FlexShares Real Assets Allocation Index Fund,FlexShares Real Assets Allocation Index Fund,FlexShares Real Assets Allocation Index Fund
233,ASFI,"Asta Funding, Inc. ","Asta Funding, Inc. - Common Stock",Asta ing
234,ASLN,ASLAN Pharmaceuticals Limited ,ASLAN Pharmaceuticals Limited - American Depositary Shares,ASLAN Pharmaceuticals
235,ASMB,"Assembly Biosciences, Inc. ","Assembly Biosciences, Inc. - Common Stock",Assembly Biosciences
236,ASML,ASML Holding N.V. ,ASML Holding N.V. - ADS represents 1 ordinary share,ASML Holding
237,ASNA,"Ascena Retail Group, Inc. ","Ascena Retail Group, Inc. - Common Stock",Ascena
238,ASND,Ascendis Pharma A/S ,Ascendis Pharma A/S - American Depositary Shares,Ascendis Pharma
239,ASNS,"Arsanis, Inc. ","Arsanis, Inc. - Common Stock",Arsanis
240,ASPS,Altisource Portfolio Solutions S.A. ,Altisource Portfolio Solutions S.A. - Common Stock,Altisource Portfolio Solutions
241,ASPU,Aspen Group Inc. ,Aspen Group Inc. - Common Stock,Aspen Group
242,ASRT,"Assertio Therapeutics, Inc. ","Assertio Therapeutics, Inc. - Common Stock",Assertio
243,ASRV,AmeriServ Financial Inc. ,AmeriServ Financial Inc. - Common Stock,AmeriServ Financial
244,ASRVP,AmeriServ Financial Inc. ,"AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A",AmeriServ
245,ASTC,Astrotech Corporation ,Astrotech Corporation - Common Stock,Astrotech
246,ASTE,"Astec Industries, Inc. ","Astec Industries, Inc. - Common Stock",Astec Industries
247,ASUR,Asure Software Inc ,Asure Software Inc - Common Stock,Asure Software
248,ASYS,"Amtech Systems, Inc. ","Amtech Systems, Inc. - Common Stock",Amtech Systems
249,ATAC,Atlantic Acquisition Corp. ,Atlantic Acquisition Corp. - Common Stock,Atlantic Acquisition Corp. 
250,ATACR,Atlantic Acquisition Corp. ,Atlantic Acquisition Corp. - Right,Atlantic Acquisition Corp. 
251,ATACU,Atlantic Acquisition Corp. ,Atlantic Acquisition Corp. - Unit,Atlantic Acquisition Corp. 
252,ATAX,"America First Multifamily Investors, L.P. ","America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests",family nvestors
253,ATEC,"Alphatec Holdings, Inc. ","Alphatec Holdings, Inc. - Common Stock",Alphatec Holdings
254,ATHN,"athenahealth, Inc. ","athenahealth, Inc. - Common Stock",anahealth
255,ATHX,"Athersys, Inc. ","Athersys, Inc. - Common Stock",Athersys
256,ATIS,Attis Industries Inc. ,Attis Industries Inc. - Common Stock,Attis
257,ATISW,Attis Industries Inc. ,Attis Industries Inc. - Warrants,Attis
258,ATLC,Atlanticus Holdings Corporation ,Atlanticus Holdings Corporation - Common Stock,Atlanticus Holdings
259,ATLO,Ames National Corporation ,Ames National Corporation - Common Stock,Ames National
260,ATNI,"ATN International, Inc. ","ATN International, Inc. - Common Stock",ATN International
261,ATNX,"Athenex, Inc. ","Athenex, Inc. - Common Stock","Athenex, Inc. "
262,ATOM,Atomera Incorporated ,Atomera Incorporated - Common Stock,Atomera
263,ATOS,Atossa Genetics Inc. ,Atossa Genetics Inc. - Common Stock,Atossa Genetics
264,ATRA,"Atara Biotherapeutics, Inc. ","Atara Biotherapeutics, Inc. - Common Stock",Atara Biotherapeutics
265,ATRC,"AtriCure, Inc. ","AtriCure, Inc. - Common Stock",AtriCure
266,ATRI,Atrion Corporation ,Atrion Corporation - Common Stock,Atrion
267,ATRO,Astronics Corporation ,Astronics Corporation - Common Stock,Astronics
268,ATRS,"Antares Pharma, Inc. ","Antares Pharma, Inc. - Common Stock",Antares 
269,ATSG,"Air Transport Services Group, Inc ","Air Transport Services Group, Inc - Common Stock",Air T
270,ATSG,"Air Transport Services Group, Inc ","Air Transport Services Group, Inc - Common Stock",Air Transport Services Group
271,ATTU,Attunity Ltd. ,Attunity Ltd. - Ordinary Shares,Attunity
272,ATVI,"Activision Blizzard, Inc ","Activision Blizzard, Inc - Common Stock",Activision Blizzard
273,ATXI,"Avenue Therapeutics, Inc. ","Avenue Therapeutics, Inc. - Common Stock",Avenue Therapeutics
274,AUBN,"Auburn National Bancorporation, Inc. ","Auburn National Bancorporation, Inc. - Common Stock",Auburn National Bancorporation
275,AUDC,AudioCodes Ltd. ,AudioCodes Ltd. - Ordinary Shares,AudioCodes
276,AUPH,Aurinia Pharmaceuticals Inc ,Aurinia Pharmaceuticals Inc - Common Shares,Aurinia Pharmaceuticals
277,AUTL,Autolus Therapeutics plc ,Autolus Therapeutics plc - American Depositary Share,Autolus Therapeutics
278,AVAV,"AeroVironment, Inc. ","AeroVironment, Inc. - Common Stock",AeroVironment
279,AVDL,Avadel Pharmaceuticals plc ,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,Avadel Pharmaceuticals
280,AVEO,"AVEO Pharmaceuticals, Inc. ","AVEO Pharmaceuticals, Inc. - Common Stock",AVEO
281,AVGO,Broadcom Inc. ,Broadcom Inc. - Common Stock,Broadcom
282,AVGR,"Avinger, Inc. ","Avinger, Inc. - Common Stock",Avinger
283,AVHI,"A V Homes, Inc. ","A V Homes, Inc. - Common Stock",A V Homes
284,AVID,"Avid Technology, Inc. ","Avid Technology, Inc. - Common Stock",Avid Technology
285,AVNW,"Aviat Networks, Inc. ","Aviat Networks, Inc. - Common Stock",Aviat Networks
286,AVRO,"AVROBIO, Inc. ","AVROBIO, Inc. - Common Stock",AVROBIO
287,AVT,"Avnet, Inc. ","Avnet, Inc. - Common Stock",Avnet
288,AVXL,Anavex Life Sciences Corp. ,Anavex Life Sciences Corp. - Common Stock,Anavex Life Sciences
289,AWRE,"Aware, Inc. ","Aware, Inc. - Common Stock",Aware
290,AWSM,Cool Holdings Inc. ,Cool Holdings Inc. - Common Stock,Cool Holdings Inc. 
291,AXAS,Abraxas Petroleum Corporation ,Abraxas Petroleum Corporation - Common Stock,Abraxas
292,AXDX,"Accelerate Diagnostics, Inc. ","Accelerate Diagnostics, Inc. - Common Stock",Accelerate Diagnostics'
293,AXGN,"AxoGen, Inc. ","AxoGen, Inc. - Common Stock",AxoGen
294,AXON,Axovant Sciences Ltd. ,Axovant Sciences Ltd. - Common Shares,Axon
295,AXSM,"Axsome Therapeutics, Inc. ","Axsome Therapeutics, Inc. - Common Stock",Axsome
296,AXTI,AXT Inc ,AXT Inc - Common Stock,AXT Inc 
297,AY,Atlantica Yield plc ,Atlantica Yield plc - Ordinary Shares,Atlantica Yield plc 
298,AYTU,"Aytu BioScience, Inc. ","Aytu BioScience, Inc. - Common Stock",Aytu Science
299,AZPN,"Aspen Technology, Inc. ","Aspen Technology, Inc. - Common Stock",Aspen 
300,AZRX,"AzurRx BioPharma, Inc. ","AzurRx BioPharma, Inc. - Common Stock",AzurRx 
301,BABY,Natus Medical Incorporated ,Natus Medical Incorporated - Common Stock,Natus  orporated
302,BAND,Bandwidth Inc. ,Bandwidth Inc. - Class A Common Stock,Bwidth
303,BANF,BancFirst Corporation ,BancFirst Corporation - Common Stock,BancFirst Corporation 
304,BANFP,BancFirst Corporation ,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,BancFirst Corporation 
305,BANR,Banner Corporation ,Banner Corporation - Common Stock,Banner
306,BANX,StoneCastle Financial Corp ,StoneCastle Financial Corp - Common Stock,StoneCastle
307,BASI,"Bioanalytical Systems, Inc. ","Bioanalytical Systems, Inc. - Common Stock",analytical
308,BATRA,Liberty Media Corporation ,Liberty Media Corporation - Series A Liberty Braves Common Stock,Liberty Media Corporation 
309,BATRK,Liberty Media Corporation ,Liberty Media Corporation - Series C Liberty Braves Common Stock,Liberty Media Corporation 
310,BBBY,Bed Bath & Beyond Inc. ,Bed Bath & Beyond Inc. - Common Stock,Bed Bath  Beyond
311,BBGI,"Beasley Broadcast Group, Inc. ","Beasley Broadcast Group, Inc. - Class A Common Stock",Beasley Broadcast
312,BBH,VanEck Vectors Biotech ETF,VanEck Vectors Biotech ETF,tech
313,BBSI,"Barrett Business Services, Inc. ","Barrett Business Services, Inc. - Common Stock",Barrett  
314,BCAC,Bison Capital Acquisition Corp. ,Bison Capital Acquisition Corp. - Ordinary Shares,Bison Capital Acquisition Corp. 
315,BCACR,Bison Capital Acquisition Corp. ,Bison Capital Acquisition Corp. - Rights,Bison Capital Acquisition Corp. 
316,BCACU,Bison Capital Acquisition Corp. ,"Bison Capital Acquisition Corp. - Units Consisting of 1 OS, 1/2 WT and 1 RT",Bison Capital Acquisition Corp. 
317,BCACW,Bison Capital Acquisition Corp. ,Bison Capital Acquisition Corp. - Warrant,Bison Capital Acquisition Corp. 
318,BCBP,"BCB Bancorp, Inc. (NJ) ","BCB Bancorp, Inc. (NJ) - Common Stock",BCB   (NJ
319,BCLI,Brainstorm Cell Therapeutics Inc. ,Brainstorm Cell Therapeutics Inc. - Common Stock,Brainstorm Cell rapeutics
320,BCML,BayCom Corp ,BayCom Corp - Common Stock,Baym
321,BCNA,Reality Shares Nasdaq NexGen Economy China ETF,Reality Shares Nasdaq NexGen Economy China ETF,ity   NGen
322,BCOM,B Communications Ltd. ,B Communications Ltd. - Ordinary Shares,B Communications Ltd. 
