,Symbol,Company Name,Security Name,Cleaned Name
3043,TGA,TransGlobe Energy Corporation ,TransGlobe Energy Corporation - Ordinary Shares,TransGlobe
3044,TGEN,Tecogen Inc. ,Tecogen Inc. - Common Stock,Tecogen
3045,TGLS,Tecnoglass Inc. ,Tecnoglass Inc. - Ordinary Shares,Tecnoglass
3046,TGTX,"TG Therapeutics, Inc. ","TG Therapeutics, Inc. - Common Stock",TG Therapeutics
3047,THFF,First Financial Corporation Indiana ,First Financial Corporation Indiana - Common Stock,ndiana
3048,THRM,Gentherm Inc ,Gentherm Inc - Common Stock,Gentherm
3049,THST,Truett,"Truett-Hurst, Inc. - Class A Common Stock",Truett
3050,TIBR,Tiberius Acquisition Corporation ,Tiberius Acquisition Corporation - Common Stock,Tiberius Acquisition Corporation 
3051,TIBRU,Tiberius Acquisition Corporation ,Tiberius Acquisition Corporation - Units,Tiberius Acquisition Corporation 
3052,TIBRW,Tiberius Acquisition Corporation ,Tiberius Acquisition Corporation - Warrant,Tiberius Acquisition Corporation 
3053,TILE,"Interface, Inc. ","Interface, Inc. - Common Stock",Interface
3054,TIPT,Tiptree Inc. ,Tiptree Inc. - Common Stock,Tiptree
3055,TISA,"Top Image Systems, Ltd. ","Top Image Systems, Ltd. - Ordinary Shares",Top mage
3056,TITN,Titan Machinery Inc. ,Titan Machinery Inc. - Common Stock,Titan Machinery
3057,TIVO,TiVo Corporation ,TiVo Corporation - Common Stock,TiVo
3058,TKKSU,TKK Symphony Acquisition Corporation ,TKK Symphony Acquisition Corporation - Unit,TKK Symphony
3059,TLF,"Tandy Leather Factory, Inc. ","Tandy Leather Factory, Inc. - Common Stock",Tandy Leather Factory
3060,TLGT,"Teligent, Inc. ","Teligent, Inc. - Common Stock",Teligent
3061,TLND,Talend S.A. ,Talend S.A. - American Depositary Shares,Talend
3062,TLRY,"Tilray, Inc. ","Tilray, Inc. - Class 2 Common Stock",Tilray
3063,TLT,iShares 20+ Year Treasury Bond ETF,iShares 20+ Year Treasury Bond ETF,iShares
3064,TMCX,Trinity Merger Corp. ,Trinity Merger Corp. - Class A Common Stock,Trinity Merger Corp. 
3065,TMCXU,Trinity Merger Corp. ,Trinity Merger Corp. - Unit,Trinity Merger Corp. 
3066,TMCXW,Trinity Merger Corp. ,Trinity Merger Corp. - Warrant,Trinity Merger Corp. 
3067,TMDI,Titan Medical Inc. ,Titan Medical Inc. - Ordinary Shares,Titan Medical Inc. 
3068,TMSR,TMSR Holding Company Limited ,TMSR Holding Company Limited - Common Stock,TMSR
3069,TMUS,T,"T-Mobile US, Inc. - Common Stock",T-Mobile
3070,TNAV,"Telenav, Inc. ","Telenav, Inc. - Common Stock",Telenav
3071,TNDM,"Tandem Diabetes Care, Inc. ","Tandem Diabetes Care, Inc. - Common Stock",Tem Diabetes Care
3072,TNXP,Tonix Pharmaceuticals Holding Corp. ,Tonix Pharmaceuticals Holding Corp. - Common Stock,Tonix
3073,TOCA,Tocagen Inc. ,Tocagen Inc. - Common Stock,Tocagen
3074,TOPS,TOP Ships Inc. ,TOP Ships Inc. - Common Stock,TOP Ships
3075,TORC,"resTORbio, Inc. ","resTORbio, Inc. - Common Stock",resTORbio
3076,TOTAU,Tottenham Acquisition I Limited ,Tottenham Acquisition I Limited - Unit,Tottenham
3077,TOUR,Tuniu Corporation ,Tuniu Corporation - American Depositary Shares,Tuniu
3078,TOWN,Towne Bank ,Towne Bank - Common Stock,Towne
3079,TPIC,"TPI Composites, Inc. ","TPI Composites, Inc. - Common Stock",TP mposites
3080,TPIV,TapImmune Inc. ,TapImmune Inc. - Common Stock,Tapmmune
3081,TPNL,"3PEA International, Inc. ","3PEA International, Inc. - Common Stock",3PEA 
3082,TQQQ,ProShares UltraPro QQQ,ProShares UltraPro QQQ,ProShares UltraPro QQQ
3083,TRCH,"Torchlight Energy Resources, Inc. ","Torchlight Energy Resources, Inc. - Common Stock",Torchlight  
3084,TREE,"LendingTree, Inc. ","LendingTree, Inc. - Common Stock",Tree
3085,TRHC,"Tabula Rasa HealthCare, Inc. ","Tabula Rasa HealthCare, Inc. - Common Stock",Tabula Rasa Care
3086,TRIB,Trinity Biotech plc ,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares,tech
3087,TRIL,Trillium Therapeutics Inc. ,Trillium Therapeutics Inc. - Common Shares,Trillium rapeutics
3088,TRIP,"TripAdvisor, Inc. ","TripAdvisor, Inc. - Common Stock",TripAdvisor
3089,TRMB,Trimble Inc. ,Trimble Inc. - Common Stock,Trimble
3090,TRMD,TORM plc ,TORM plc - Class A Common Stock,TORM
3091,TRMK,Trustmark Corporation ,Trustmark Corporation - Common Stock,mark
3092,TRMT,Tremont Mortgage Trust ,Tremont Mortgage Trust - Common Shares of Beneficial Interest,Tremont
3093,TRNC,"tronc, Inc. ","tronc, Inc. - Common Stock",tronc
3094,TRNS,"Transcat, Inc. ","Transcat, Inc. - Common Stock",Transcat
3095,TROV,"TrovaGene, Inc. ","TrovaGene, Inc. - Common Stock",TrovaGene
3096,TROW,"T. Rowe Price Group, Inc. ","T. Rowe Price Group, Inc. - Common Stock",T. Rowe Price
3097,TRPX,Therapix Biosciences Ltd. ,Therapix Biosciences Ltd. - American Depositary Shares,rapix sciences
3098,TRS,TriMas Corporation ,TriMas Corporation - Common Stock,TriMas
3099,TRST,TrustCo Bank Corp NY ,TrustCo Bank Corp NY - Common Stock,TrustCo Bank Corp NY 
3100,TRUE,"TrueCar, Inc. ","TrueCar, Inc. - Common Stock",TrueCar
3101,TRUP,"Trupanion, Inc. ","Trupanion, Inc. - Common Stock",Trupanion
3102,TRVG,trivago N.V. ,trivago N.V. - American Depositary Shares,trivago
3103,TRVN,"Trevena, Inc. ","Trevena, Inc. - Common Stock",Trevena
3104,TSBK,"Timberland Bancorp, Inc. ","Timberland Bancorp, Inc. - Common Stock",Timberl
3105,TSCO,Tractor Supply Company ,Tractor Supply Company - Common Stock,Tractor Supply
3106,TSEM,Tower Semiconductor Ltd. ,Tower Semiconductor Ltd. - Ordinary Shares,Tower
3107,TSG,The Stars Group Inc. ,The Stars Group Inc. - Common Stock,The Stars Group Inc. 
3108,TSLA,"Tesla, Inc.  ","Tesla, Inc.  - Common Stock",Tesla
3109,TSRO,"TESARO, Inc. ","TESARO, Inc. - Common Stock",TERO
3110,TST,"TheStreet, Inc. ","TheStreet, Inc. - Common Stock","TheStreet, Inc. "
3111,TTD,"The Trade Desk, Inc. ","The Trade Desk, Inc. - Class A Common Stock",Trade Desk
3112,TTEC,"TTEC Holdings, Inc. ","TTEC Holdings, Inc. - Common Stock",TTEC
3113,TTEK,"Tetra Tech, Inc. ","Tetra Tech, Inc. - Common Stock",Tetra 
3114,TTGT,"TechTarget, Inc. ","TechTarget, Inc. - Common Stock",Target
3115,TTNP,"Titan Pharmaceuticals, Inc. ","Titan Pharmaceuticals, Inc. - Common Stock","Titan Pharmaceuticals, Inc. "
3116,TTOO,"T2 Biosystems, Inc. ","T2 Biosystems, Inc. - Common Stock",T2 systems
3117,TTPH,"Tetraphase Pharmaceuticals, Inc. ","Tetraphase Pharmaceuticals, Inc. - Common Stock",Tetraphase
3118,TTS,"Tile Shop Hldgs, Inc. ","Tile Shop Hldgs, Inc. - Common Stock",Tile Shop Hldgs
3119,TTWO,Take,"Take-Two Interactive Software, Inc. - Common Stock",Take
3120,TUES,Tuesday Morning Corp. ,Tuesday Morning Corp. - Common Stock,Tuesday Morning
3121,TUR,iShares MSCI Turkey ETF,iShares MSCI Turkey ETF,Turkey
3122,TURN,180 Degree Capital Corp. ,180 Degree Capital Corp. - Common Stock,80 Degree
3123,TUSA,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF
3124,TUSK,"Mammoth Energy Services, Inc. ","Mammoth Energy Services, Inc. - Common Stock",Mammoth  
3125,TVIX,Credit Suisse AG ,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN,Credit Suisse AG 
3126,TVTY,"Tivity Health, Inc. ","Tivity Health, Inc. - Common Stock",Tivity 
3127,TWIN,"Twin Disc, Incorporated ","Twin Disc, Incorporated - Common Stock","Twin Disc, orporated"
3128,TWLV,Twelve Seas Investment Company ,Twelve Seas Investment Company - Ordinary Shares,Twelve Seas Investment Company 
3129,TWLVR,Twelve Seas Investment Company ,Twelve Seas Investment Company - Rights,Twelve Seas Investment Company 
3130,TWLVU,Twelve Seas Investment Company ,Twelve Seas Investment Company - Units,Twelve Seas Investment Company 
3131,TWLVW,Twelve Seas Investment Company ,Twelve Seas Investment Company - Warrant,Twelve Seas Investment Company 
3132,TWMC,Trans World Entertainment Corp. ,Trans World Entertainment Corp. - Common Stock,Trans
3133,TWNK,"Hostess Brands, Inc. ","Hostess Brands, Inc. - Class A Common Stock",Hostess Brs
3134,TWNKW,"Hostess Brands, Inc. ","Hostess Brands, Inc. - Warrants",Hostess Brs
3135,TWOU,"2U, Inc. ","2U, Inc. - Common Stock","2U, Inc. "
3136,TXMD,"TherapeuticsMD, Inc. ","TherapeuticsMD, Inc. - Common Stock",rapeuticsMD
3137,TXN,Texas Instruments Incorporated ,Texas Instruments Incorporated - Common Stock,Tas nstruments orporated
3138,TXRH,"Texas Roadhouse, Inc. ","Texas Roadhouse, Inc. - Common Stock",Tas Roadhouse
3139,TYHT,"Shineco, Inc. ","Shineco, Inc. - Common Stock",Shineco
3140,TYME,"Tyme Technologies, Inc. ","Tyme Technologies, Inc. - Common Stock",Tyme
3141,TYPE,Monotype Imaging Holdings Inc. ,Monotype Imaging Holdings Inc. - Common Stock,Monotype maging
3142,TZACU,Tenzing Acquisition Corp. ,Tenzing Acquisition Corp. - Units,Tenzing
3143,TZOO,Travelzoo ,Travelzoo - Common Stock,Travelzoo
3144,UBCP,"United Bancorp, Inc. ","United Bancorp, Inc. - Common Stock","United Bancorp, Inc. "
3145,UBFO,United Security Bancshares ,United Security Bancshares - Common Stock,United Security Bancshares 
3146,UBIO,Proshares UltraPro Nasdaq Biotechnology,Proshares UltraPro Nasdaq Biotechnology,Proshares
3147,UBNK,"United Financial Bancorp, Inc.  ","United Financial Bancorp, Inc.  - Common Stock","United Financial Bancorp, Inc.  "
3148,UBNT,"Ubiquiti Networks, Inc. ","Ubiquiti Networks, Inc. - Common Stock",Ubiquiti 
3149,UBOH,"United Bancshares, Inc. ","United Bancshares, Inc. - Common Stock","United Bancshares, Inc. "
3150,UBSH,Union Bankshares Corporation ,Union Bankshares Corporation - Common Stock,Union shares
3151,UBSI,"United Bankshares, Inc. ","United Bankshares, Inc. - Common Stock",shares
3152,UBX,"Unity Biotechnology, Inc. ","Unity Biotechnology, Inc. - Common Stock",Unity 
3153,UCBA,United Community Bancorp ,United Community Bancorp - Common Stock,United Community Bancorp 
3154,UCBI,"United Community Banks, Inc. ","United Community Banks, Inc. - Common Stock",United Community Banks
3155,UCFC,United Community Financial Corp. ,United Community Financial Corp. - Common Stock,United Community Financial Corp. 
3156,UCTT,"Ultra Clean Holdings, Inc. ","Ultra Clean Holdings, Inc. - Common Stock",Ultra Clean Holdings
3157,UDBI,Legg Mason US Diversified Core ETF,Legg Mason US Diversified Core ETF,Legg Mason US Diversified Core ETF
3158,UEIC,Universal Electronics Inc. ,Universal Electronics Inc. - Common Stock,Universal Electronics Inc.
3159,UEPS,"Net 1 UEPS Technologies, Inc. ","Net 1 UEPS Technologies, Inc. - Common Stock",Net  UEPS
3160,UFCS,"United Fire Group, Inc ","United Fire Group, Inc - Common Stock",United Fire Group
3161,UFPI,"Universal Forest Products, Inc. ","Universal Forest Products, Inc. - Common Stock",Universal Forest Products
3162,UFPT,"UFP Technologies, Inc. ","UFP Technologies, Inc. - Common Stock",UFP Technologies
3163,UG,United,"United-Guardian, Inc. - Common Stock",United
3164,UGLD,Credit Suisse AG ,Credit Suisse AG - VelocityShares 3x Long Gold ETN,Credit Suisse AG 
3165,UHAL,Amerco ,Amerco - Common Stock,Amerco
3166,UIHC,United Insurance Holdings Corp. ,United Insurance Holdings Corp. - Common Stock,United Insurance Holdings Corp.
3167,ULBI,Ultralife Corporation ,Ultralife Corporation - Common Stock,Ultralife Corporation
3168,ULH,"Universal Logistics Holdings, Inc. ","Universal Logistics Holdings, Inc. - Common Stock",Universal Logistics Holdings
3169,ULTA,"Ulta Beauty, Inc. ","Ulta Beauty, Inc. - Common Stock",Ulta Beauty
3170,ULTI,"The Ultimate Software Group, Inc. ","The Ultimate Software Group, Inc. - Common Stock",Ultimate Stware
3171,UMBF,UMB Financial Corporation ,UMB Financial Corporation - Common Stock,UMB Financial Corporation
3172,UMPQ,Umpqua Holdings Corporation ,Umpqua Holdings Corporation - Common Stock,Umpqua
3173,UMRX,Unum Therapeutics Inc. ,Unum Therapeutics Inc. - Common Stock,Unum rapeutics
3174,UNAM,Unico American Corporation ,Unico American Corporation - Common Stock,Unico American Corporation
3175,UNB,"Union Bankshares, Inc. ","Union Bankshares, Inc. - Common Stock",Union shares
3176,UNFI,"United Natural Foods, Inc. ","United Natural Foods, Inc. - Common Stock",United Natural Foods
3177,UNIT,Uniti Group Inc. ,Uniti Group Inc. - Common Stock,Uniti Group Inc.
3178,UNTY,"Unity Bancorp, Inc. ","Unity Bancorp, Inc. - Common Stock",Unity Bancorp
3179,UONE,"Urban One, Inc.  ","Urban One, Inc.  - Class A Common Stock",Urban One
3180,UONEK,"Urban One, Inc.  ","Urban One, Inc.  - Class D Common Stock","Urban One, Inc.  "
3181,UPL,Ultra Petroleum Corp. ,Ultra Petroleum Corp. - Common Stock,Ultra Petroleum Corp. 
3182,UPLD,"Upland Software, Inc. ","Upland Software, Inc. - Common Stock",Upland Software
3183,URBN,"Urban Outfitters, Inc. ","Urban Outfitters, Inc. - Common Stock",Urban Outfitters
3184,URGN,UroGen Pharma Ltd. ,UroGen Pharma Ltd. - Ordinary Shares,UroGen Pharma Ltd.
3185,USAK,"USA Truck, Inc. ","USA Truck, Inc. - Common Stock",A Truck
3186,USAP,"Universal Stainless & Alloy Products, Inc. ","Universal Stainless & Alloy Products, Inc. - Common Stock",Universal Stainless & Alloy Products
3187,USAT,"USA Technologies, Inc. ","USA Technologies, Inc. - Common Stock","USA Technologies, Inc. "
3188,USATP,"USA Technologies, Inc. ","USA Technologies, Inc. - Preferred Stock","USA Technologies, Inc. "
3189,USAU,U.S. Gold Corp. ,U.S. Gold Corp. - Common Stock,U.S. Gold Corp.
3190,USCR,"U S Concrete, Inc. ","U S Concrete, Inc. - Common Stock",U S ncrete
3191,USEG,U.S. Energy Corp. ,U.S. Energy Corp. - Common Stock,U.S. Energy Corp.
3192,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF
3193,USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,Invesco Russell 1000 Low Beta Equal Weight ETF,000  Beta
3194,USLM,"United States Lime & Minerals, Inc. ","United States Lime & Minerals, Inc. - Common Stock",United States Lime & Minerals
3195,USLV,Credit Suisse AG ,Credit Suisse AG - VelocityShares 3x Long Silver ETN,Credit Suisse AG 
3196,USMC,Principal U.S. Mega,Principal U.S. Mega-Cap Multi-Factor Index ETF,Principal U.S. Mega
3197,USOI,Credit Suisse AG ,Credit Suisse AG - Credit Suisse X-Links Crude Oil Shares Covered Call ETN,Credit Suisse
3198,UTHR,United Therapeutics Corporation ,United Therapeutics Corporation - Common Stock,United Therapeutics Corporation
3199,UTMD,"Utah Medical Products, Inc. ","Utah Medical Products, Inc. - Common Stock",Utah Medical Products
3200,UTSI,UTStarcom Holdings Corp ,UTStarcom Holdings Corp - Ordinary Shares,UTStarcom Holdings Corp
3201,UVSP,Univest Corporation of Pennsylvania ,Univest Corporation of Pennsylvania - Common Stock,Univest Corporation of Pennsylvania
3202,UXIN,Uxin Limited ,Uxin Limited - ADS,Uxin Limited
3203,VALU,"Value Line, Inc. ","Value Line, Inc. - Common Stock",Line
3204,VALX,Validea Market Legends ETF,Validea Market Legends ETF,Validea  Legends
3205,VBFC,Village Bank and Trust Financial Corp. ,Village Bank and Trust Financial Corp. - Common Stock,Village Bank and Trust Financial Corp.
3206,VBIV,"VBI Vaccines, Inc. ","VBI Vaccines, Inc. - Ordinary Shares",VBI Vaccines
3207,VBLT,Vascular Biogenics Ltd. ,Vascular Biogenics Ltd. - Ordinary Shares,Vascular Biogenics Ltd.
3208,VBTX,"Veritex Holdings, Inc. ","Veritex Holdings, Inc. - Common Stock",Veritex Holdings
3209,VC,Visteon Corporation ,Visteon Corporation - Common Stock,Visteon Corporation
3210,VCEL,Vericel Corporation ,Vericel Corporation - Common Stock,Vericel Corporation
3211,VCIT,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF,Vanguard Intermediate
3212,VCLT,Vanguard Long,Vanguard Long-Term Corporate Bond ETF,Vanguard Long
3213,VCNX,"Vaccinex, Inc. ","Vaccinex, Inc. - Common Stock",Vaccinex
3214,VCSH,Vanguard Short,Vanguard Short-Term Corporate Bond ETF,Vanguard Short
3215,VCTR,"Victory Capital Holdings, Inc. ","Victory Capital Holdings, Inc. - Common Stock",Victory Capital Holdings
3216,VCYT,"Veracyte, Inc. ","Veracyte, Inc. - Common Stock",Veracyte
3217,VEAC,Vantage Energy Acquisition Corp. ,Vantage Energy Acquisition Corp. - Class A Common Stock,Vantage Energy Acquisition Corp. 
3218,VEACU,Vantage Energy Acquisition Corp. ,Vantage Energy Acquisition Corp. - Unit,Vantage Energy Acquisition Corp. 
3219,VEACW,Vantage Energy Acquisition Corp. ,Vantage Energy Acquisition Corp. - Warrant,Vantage Energy Acquisition Corp. 
3220,VECO,Veeco Instruments Inc. ,Veeco Instruments Inc. - Common Stock,Veeco Instruments Inc.
3221,VEON,VEON Ltd. ,VEON Ltd. - American Depositary Shares,VEON Ltd.
3222,VERI,"Veritone, Inc. ","Veritone, Inc. - Common Stock",Veritone
3223,VERU,Veru Inc. ,Veru Inc. - Common Stock,Veru Inc.
3224,VETS,Pacer Military Times Best Employers ETF,Pacer Military Times Best Employers ETF,Pacer Military Times Best Employers
3225,VGIT,Vanguard Intermediate,Vanguard Intermediate-Term Treasury ETF,ntermediate
3226,VGLT,Vanguard Long,Vanguard Long-Treasury ETF,Vanguard Long
3227,VGSH,Vanguard Short,Vanguard Short-Term Treasury ETF,Vanguard Short
3228,VIA,Viacom Inc. ,Viacom Inc. - Class A Common Stock,Viacom
3229,VIAB,Viacom Inc. ,Viacom Inc. - Class B Common Stock,Viacom
3230,VIAV,Viavi Solutions Inc. ,Viavi Solutions Inc. - Common Stock,Viavi Solutions Inc.
3231,VICL,Vical Incorporated ,Vical Incorporated - Common Stock,Vical orporated
3232,VICR,Vicor Corporation ,Vicor Corporation - Common Stock,Vicor Corporation
3233,VIGI,Vanguard International Dividend Appreciation ETF,Vanguard International Dividend Appreciation ETF,Appreciation
3234,VIIX,Credit Suisse AG ,Credit Suisse AG - VelocityShares VIX Short Term ETN,Credit Suisse AG 
3235,VIRC,Virco Manufacturing Corporation ,Virco Manufacturing Corporation - Common Stock,Virco Manufacturing Corporation
3236,VIRT,"Virtu Financial, Inc. ","Virtu Financial, Inc. - Class A Common Stock",Virtu Financial
3237,VIVE,"Viveve Medical, Inc. ","Viveve Medical, Inc. - Common Stock",Viveve Medical
3238,VIVO,Meridian Bioscience Inc. ,Meridian Bioscience Inc. - Common Stock,science
3239,VKTX,"Viking Therapeutics, Inc. ","Viking Therapeutics, Inc. - Common Stock",Viking Therapeutics
3240,VKTXW,"Viking Therapeutics, Inc. ","Viking Therapeutics, Inc. - Warrants",Viking
3241,VLGEA,"Village Super Market, Inc. ","Village Super Market, Inc. - Class A Common Stock",Village Super Market
3242,VLRX,"Valeritas Holdings, Inc. ","Valeritas Holdings, Inc. - Common Stock",Valeritas
3243,VMBS,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF,Vanguard Mortgage
3244,VNDA,Vanda Pharmaceuticals Inc. ,Vanda Pharmaceuticals Inc. - Common Stock,Vanda Pharmaceuticals Inc.
3245,VNET,"21Vianet Group, Inc. ","21Vianet Group, Inc. - American Depositary Shares",21Vianet Group
3246,VNOM,Viper Energy Partners LP ,Viper Energy Partners LP - Common Unit,Viper Energy Partners LP
3247,VNQI,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF,Vanguard Global ex
3248,VOD,Vodafone Group Plc ,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Vodafone Group Plc
3249,VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF
3250,VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF
3251,VOXX,VOXX International Corporation ,VOXX International Corporation - Class A Common Stock,VOXX International Corporation 
3252,VRA,"Vera Bradley, Inc. ","Vera Bradley, Inc. - Common Stock",'Vera Bradley
3253,VRAY,"ViewRay, Inc. ","ViewRay, Inc. - Common Stock",ViewRay
3254,VRCA,Verrica Pharmaceuticals Inc. ,Verrica Pharmaceuticals Inc. - Common Stock,Verrica Pharmaceuticals Inc.
